"","V1","V2","V3","V4","V5"
"1",0.5,0.2,0.3,0.5,1
"2",0.434977708942227,0.103783915497973,0.3,0.5,1
"3",0.434977708942227,0.0218549633193039,0.3,0.5,1.52836133676484
"4",0.434977708942227,0.0599362728776476,0.336513530214093,0.5,1.52836133676484
"5",0.434977708942227,0.0599362728776476,0.336513530214093,0.5,1.21373566084706
"6",0.434977708942227,0.0599362728776476,0.307539789261297,0.477223801488969,1.21373566084706
"7",0.434977708942227,0.0599362728776476,0.443166377187139,0.477223801488969,2.39128274940249
"8",0.434977708942227,0.0599362728776476,0.443166377187139,0.477223801488969,2.50900233401104
"9",0.434977708942227,0.0599362728776476,0.443166377187139,0.477223801488969,2.31666184333567
"10",0.434977708942227,0.0599362728776476,0.347340954236508,0.477223801488969,1.28004858338147
"11",0.434977708942227,0.0599362728776476,0.347340954236508,0.477223801488969,3.2397127801856
"12",0.434977708942227,0.0599362728776476,0.347340954236508,0.477223801488969,4.15060940530538
"13",0.434977708942227,0.0599362728776476,0.347340954236508,0.501710284300816,4.15060940530538
"14",0.434977708942227,0.0599362728776476,0.27721247775939,0.43507554704288,4.15060940530538
"15",0.460438119403179,0.0611606506837803,0.27721247775939,0.43507554704288,4.54603678558857
"16",0.460438119403179,0.0493876437016281,0.27721247775939,0.43507554704288,4.54603678558857
"17",0.460438119403179,0.058508066701583,0.27721247775939,0.43507554704288,4.26734105591676
"18",0.446087412099217,0.058508066701583,0.27721247775939,0.535880441264733,4.61459389619479
"19",0.446087412099217,0.058508066701583,0.27721247775939,0.535880441264733,4.1054037597513
"20",0.446087412099217,0.058508066701583,0.259213708577208,0.535880441264733,4.1054037597513
"21",0.446087412099217,0.058508066701583,0.259213708577208,0.535880441264733,4.1054037597513
"22",0.446087412099217,0.058508066701583,0.259213708577208,0.535880441264733,3.85090524856648
"23",0.446087412099217,0.058508066701583,0.320183989639851,0.535880441264733,3.85090524856648
"24",0.446087412099217,0.0674608923773661,0.345400409292001,0.515629781855344,3.73533738245373
"25",0.446087412099217,0.0674608923773661,0.345400409292001,0.433394737115439,3.73533738245373
"26",0.446087412099217,0.0674608923773661,0.345400409292001,0.433394737115439,3.73533738245373
"27",0.446087412099217,0.0674608923773661,0.340951564380061,0.433394737115439,3.12928785540324
"28",0.446087412099217,0.0378515672831057,0.340951564380061,0.469922955020384,3.12928785540324
"29",0.446087412099217,0.0378515672831057,0.481203531171174,0.469922955020384,1.57404751797675
"30",0.446087412099217,0.0375606363169093,0.481203531171174,0.469922955020384,1.57404751797675
"31",0.446087412099217,0.0375606363169093,0.481203531171174,0.445106216419192,0.506525910071739
"32",0.446087412099217,0.0392613401020766,0.327339320049284,0.445106216419192,0.416456765319734
"33",0.446087412099217,0.081854596670451,0.327339320049284,0.440986386236201,0.416456765319734
"34",0.446087412099217,0.081854596670451,0.327339320049284,0.440986386236201,0.416456765319734
"35",0.446087412099217,0.081854596670451,0.420919083588014,0.440986386236201,1.1199840662537
"36",0.417447252380928,0.081854596670451,0.420919083588014,0.440986386236201,0.926553576499184
"37",0.417447252380928,0.0558582934826771,0.420919083588014,0.440986386236201,0.926553576499184
"38",0.417447252380928,0.0558582934826771,0.420919083588014,0.440986386236201,2.04003449385364
"39",0.417447252380928,0.0494216215663327,0.420919083588014,0.440986386236201,2.00529032409988
"40",0.417447252380928,0.028838377370241,0.420919083588014,0.440499485653736,2.28941412409163
"41",0.417447252380928,0.028838377370241,0.390417013856768,0.523835154871706,2.28941412409163
"42",0.417447252380928,0.028838377370241,0.409924969231629,0.523835154871706,1.78033784654131
"43",0.417447252380928,0.028838377370241,0.409924969231629,0.523835154871706,2.04020719486453
"44",0.417447252380928,0.028838377370241,0.409924969231629,0.410023518485006,2.04020719486453
"45",0.417447252380928,0.028838377370241,0.392453645054216,0.410023518485006,2.04020719486453
"46",0.417447252380928,0.028838377370241,0.478259510673741,0.410023518485006,3.47260359955459
"47",0.417447252380928,0.028838377370241,0.482827995243329,0.474615638416188,3.47260359955459
"48",0.417447252380928,0.0250102056310536,0.482827995243329,0.474615638416188,2.70357464163571
"49",0.417447252380928,0.0250102056310536,0.49973153948312,0.411831060231499,2.70357464163571
"50",0.417447252380928,0.0250102056310536,0.49973153948312,0.411831060231499,2.70357464163571
"51",0.417447252380928,0.0250102056310536,0.49973153948312,0.418724329408926,2.70357464163571
"52",0.417447252380928,0.0250102056310536,0.49973153948312,0.418724329408926,1.95364643505585
"53",0.417447252380928,0.0250102056310536,0.49973153948312,0.418724329408926,2.2792882840433
"54",0.417447252380928,0.0250102056310536,0.51334748541658,0.418724329408926,2.2792882840433
"55",0.417447252380928,0.0435162769525969,0.459598666043932,0.418724329408926,2.01953490819562
